AcadYr,Major,Level,NumRecords,School
2007,Undeclared,Undergraduate,1460,Irvine
2007,Other/Interdisc.,Undergraduate,2302,Irvine
2007,Multiple Majors,Undergraduate,1002,Irvine
2007,Social Sciences,Undergraduate,5085,Irvine
2007,Physical Sciences,Undergraduate,925,Irvine
2007,Other Health Science,Undergraduate,408,Irvine
2007,Life Sciences,Undergraduate,4064,Irvine
2007,Engineering/CS,Undergraduate,2829,Irvine
2007,Business,Undergraduate,1260,Irvine
2007,Arts & Humanities,Undergraduate,2305,Irvine
2007,Architecture,Undergraduate,56,Irvine
2016,Other/Interdisc.,Graduate,64,Irvine
2016,Multiple Majors,Graduate,69,Irvine
2016,Social Sciences,Graduate,565,Irvine
2016,Public Admin,Graduate,44,Irvine
2016,Physical Sciences,Graduate,577,Irvine
2016,Other Health Science,Graduate,218,Irvine
2016,Medicine,Graduate,378,Irvine
2016,Life Sciences,Graduate,391,Irvine
2016,Law,Graduate,358,Irvine
2016,Engineering/CS,Graduate,1354,Irvine
2016,Education,Graduate,190,Irvine
2016,Business,Graduate,716,Irvine
2016,Arts & Humanities,Graduate,420,Irvine
2016,Architecture,Graduate,79,Irvine
2015,Other/Interdisc.,Graduate,42,Irvine
2015,Multiple Majors,Graduate,71,Irvine
2015,Social Sciences,Graduate,552,Irvine
2015,Public Admin,Graduate,44,Irvine
2015,Physical Sciences,Graduate,584,Irvine
2015,Other Health Science,Graduate,219,Irvine
2015,Medicine,Graduate,393,Irvine
2015,Life Sciences,Graduate,405,Irvine
2015,Law,Graduate,334,Irvine
2015,Engineering/CS,Graduate,1405,Irvine
2015,Education,Graduate,184,Irvine
2015,Business,Graduate,721,Irvine
2015,Arts & Humanities,Graduate,430,Irvine
2015,Architecture,Graduate,100,Irvine
2014,Other/Interdisc.,Graduate,36,Irvine
2014,Multiple Majors,Graduate,62,Irvine
2014,Social Sciences,Graduate,567,Irvine
2014,Public Admin,Graduate,38,Irvine
2014,Physical Sciences,Graduate,612,Irvine
2014,Other Health Science,Graduate,193,Irvine
2014,Medicine,Graduate,384,Irvine
2014,Life Sciences,Graduate,405,Irvine
2014,Law,Graduate,325,Irvine
2014,Engineering/CS,Graduate,1431,Irvine
2014,Education,Graduate,179,Irvine
2014,Business,Graduate,725,Irvine
2014,Arts & Humanities,Graduate,450,Irvine
2014,Architecture,Graduate,88,Irvine
2013,Other/Interdisc.,Graduate,39,Irvine
2013,Multiple Majors,Graduate,54,Irvine
2013,Social Sciences,Graduate,549,Irvine
2013,Public Admin,Graduate,31,Irvine
2013,Physical Sciences,Graduate,569,Irvine
2013,Other Health Science,Graduate,148,Irvine
2013,Medicine,Graduate,396,Irvine
2013,Life Sciences,Graduate,419,Irvine
2013,Law,Graduate,341,Irvine
2013,Engineering/CS,Graduate,1273,Irvine
2013,Education,Graduate,189,Irvine
2013,Business,Graduate,733,Irvine
2013,Arts & Humanities,Graduate,463,Irvine
2013,Architecture,Graduate,86,Irvine
2012,Other/Interdisc.,Graduate,40,Irvine
2012,Multiple Majors,Graduate,58,Irvine
2012,Social Sciences,Graduate,528,Irvine
2012,Public Admin,Graduate,38,Irvine
2012,Physical Sciences,Graduate,576,Irvine
2012,Other Health Science,Graduate,143,Irvine
2012,Medicine,Graduate,397,Irvine
2012,Life Sciences,Graduate,426,Irvine
2012,Law,Graduate,295,Irvine
2012,Engineering/CS,Graduate,1226,Irvine
2012,Education,Graduate,142,Irvine
2012,Business,Graduate,720,Irvine
2012,Arts & Humanities,Graduate,486,Irvine
2012,Architecture,Graduate,95,Irvine
2011,Other/Interdisc.,Graduate,37,Irvine
2011,Multiple Majors,Graduate,57,Irvine
2011,Social Sciences,Graduate,520,Irvine
2011,Public Admin,Graduate,21,Irvine
2011,Physical Sciences,Graduate,565,Irvine
2011,Other Health Science,Graduate,131,Irvine
2011,Medicine,Graduate,392,Irvine
2011,Life Sciences,Graduate,459,Irvine
2011,Law,Graduate,231,Irvine
2011,Engineering/CS,Graduate,1152,Irvine
2011,Education,Graduate,156,Irvine
2011,Business,Graduate,728,Irvine
2011,Arts & Humanities,Graduate,532,Irvine
2011,Architecture,Graduate,102,Irvine
2010,Other/Interdisc.,Graduate,42,Irvine
2010,Multiple Majors,Graduate,58,Irvine
2010,Social Sciences,Graduate,545,Irvine
2010,Public Admin,Graduate,31,Irvine
2010,Physical Sciences,Graduate,548,Irvine
2010,Other Health Science,Graduate,63,Irvine
2010,Medicine,Graduate,399,Irvine
2010,Life Sciences,Graduate,434,Irvine
2010,Law,Graduate,143,Irvine
2010,Engineering/CS,Graduate,1055,Irvine
2010,Education,Graduate,167,Irvine
2010,Business,Graduate,796,Irvine
2010,Arts & Humanities,Graduate,550,Irvine
2010,Architecture,Graduate,92,Irvine
2009,Other/Interdisc.,Graduate,23,Irvine
2009,Multiple Majors,Graduate,61,Irvine
2009,Social Sciences,Graduate,541,Irvine
2009,Public Admin,Graduate,30,Irvine
2009,Physical Sciences,Graduate,515,Irvine
2009,Other Health Science,Graduate,40,Irvine
2009,Medicine,Graduate,389,Irvine
2009,Life Sciences,Graduate,461,Irvine
2009,Law,Graduate,60,Irvine
2009,Engineering/CS,Graduate,1021,Irvine
2009,Education,Graduate,176,Irvine
2009,Business,Graduate,833,Irvine
2009,Arts & Humanities,Graduate,555,Irvine
2009,Architecture,Graduate,84,Irvine
2008,Other/Interdisc.,Graduate,35,Irvine
2008,Multiple Majors,Graduate,64,Irvine
2008,Social Sciences,Graduate,538,Irvine
2008,Public Admin,Graduate,29,Irvine
2008,Physical Sciences,Graduate,518,Irvine
2008,Other Health Science,Graduate,11,Irvine
2008,Medicine,Graduate,369,Irvine
2008,Life Sciences,Graduate,458,Irvine
2008,Engineering/CS,Graduate,995,Irvine
2008,Education,Graduate,194,Irvine
2008,Business,Graduate,859,Irvine
2008,Arts & Humanities,Graduate,599,Irvine
2008,Architecture,Graduate,77,Irvine
2007,Other/Interdisc.,Graduate,41,Irvine
2007,Multiple Majors,Graduate,49,Irvine
2007,Social Sciences,Graduate,499,Irvine
2007,Public Admin,Graduate,21,Irvine
2007,Physical Sciences,Graduate,502,Irvine
2007,Other Health Science,Graduate,10,Irvine
2007,Medicine,Graduate,386,Irvine
2007,Life Sciences,Graduate,467,Irvine
2007,Engineering/CS,Graduate,957,Irvine
2007,Education,Graduate,156,Irvine
2007,Business,Graduate,866,Irvine
2007,Arts & Humanities,Graduate,592,Irvine
2007,Architecture,Graduate,83,Irvine
2016,Undeclared,Undergraduate,822,Merced
2016,Other/Interdisc.,Undergraduate,142,Merced
2016,Multiple Majors,Undergraduate,79,Merced
2016,Social Sciences,Undergraduate,1339,Merced
2016,Physical Sciences,Undergraduate,407,Merced
2016,Other Health Science,Undergraduate,222,Merced
2016,Life Sciences,Undergraduate,1482,Merced
2016,Engineering/CS,Undergraduate,1587,Merced
2016,Business,Undergraduate,547,Merced
2016,Arts & Humanities,Undergraduate,188,Merced
2015,Undeclared,Undergraduate,814,Merced
2015,Other/Interdisc.,Undergraduate,180,Merced
2015,Multiple Majors,Undergraduate,106,Merced
2015,Social Sciences,Undergraduate,1268,Merced
2015,Physical Sciences,Undergraduate,353,Merced
2015,Other Health Science,Undergraduate,99,Merced
2015,Life Sciences,Undergraduate,1413,Merced
2015,Engineering/CS,Undergraduate,1378,Merced
2015,Business,Undergraduate,458,Merced
2015,Arts & Humanities,Undergraduate,168,Merced
2014,Undeclared,Undergraduate,898,Merced
2014,Other/Interdisc.,Undergraduate,177,Merced
2014,Multiple Majors,Undergraduate,105,Merced
2014,Social Sciences,Undergraduate,1253,Merced
2014,Physical Sciences,Undergraduate,359,Merced
2014,Other Health Science,Undergraduate,19,Merced
2014,Life Sciences,Undergraduate,1345,Merced
2014,Engineering/CS,Undergraduate,1198,Merced
2014,Business,Undergraduate,355,Merced
2014,Arts & Humanities,Undergraduate,175,Merced
2013,Undeclared,Undergraduate,1009,Merced
2013,Other/Interdisc.,Undergraduate,144,Merced
2013,Multiple Majors,Undergraduate,94,Merced
2013,Social Sciences,Undergraduate,1268,Merced
2013,Physical Sciences,Undergraduate,382,Merced
2013,Life Sciences,Undergraduate,1365,Merced
2013,Engineering/CS,Undergraduate,1058,Merced
2013,Business,Undergraduate,332,Merced
2013,Arts & Humanities,Undergraduate,185,Merced
2012,Undeclared,Undergraduate,886,Merced
2012,Other/Interdisc.,Undergraduate,127,Merced
2012,Multiple Majors,Undergraduate,59,Merced
2012,Social Sciences,Undergraduate,1217,Merced
2012,Physical Sciences,Undergraduate,360,Merced
2012,Life Sciences,Undergraduate,1286,Merced
2012,Engineering/CS,Undergraduate,948,Merced
2012,Business,Undergraduate,349,Merced
2012,Arts & Humanities,Undergraduate,199,Merced
2011,Undeclared,Undergraduate,845,Merced
2011,Other/Interdisc.,Undergraduate,115,Merced
2011,Multiple Majors,Undergraduate,46,Merced
2011,Social Sciences,Undergraduate,1074,Merced
2011,Physical Sciences,Undergraduate,360,Merced
2011,Life Sciences,Undergraduate,1164,Merced
2011,Engineering/CS,Undergraduate,814,Merced
2011,Business,Undergraduate,308,Merced
2011,Arts & Humanities,Undergraduate,212,Merced
2010,Undeclared,Undergraduate,828,Merced
2010,Other/Interdisc.,Undergraduate,93,Merced
2010,Multiple Majors,Undergraduate,37,Merced
2010,Social Sciences,Undergraduate,836,Merced
2010,Physical Sciences,Undergraduate,303,Merced
2010,Life Sciences,Undergraduate,975,Merced
2010,Engineering/CS,Undergraduate,653,Merced
2010,Business,Undergraduate,215,Merced
2010,Arts & Humanities,Undergraduate,198,Merced
2009,Undeclared,Undergraduate,652,Merced
2009,Other/Interdisc.,Undergraduate,83,Merced
2009,Multiple Majors,Undergraduate,20,Merced
2009,Social Sciences,Undergraduate,590,Merced
2009,Physical Sciences,Undergraduate,224,Merced
2009,Life Sciences,Undergraduate,770,Merced
2009,Engineering/CS,Undergraduate,515,Merced
2009,Business,Undergraduate,185,Merced
2009,Arts & Humanities,Undergraduate,151,Merced
2008,Undeclared,Undergraduate,446,Merced
2008,Other/Interdisc.,Undergraduate,55,Merced
2008,Multiple Majors,Undergraduate,10,Merced
2008,Social Sciences,Undergraduate,507,Merced
2008,Physical Sciences,Undergraduate,134,Merced
2008,Life Sciences,Undergraduate,638,Merced
2008,Engineering/CS,Undergraduate,446,Merced
2008,Business,Undergraduate,175,Merced
2008,Arts & Humanities,Undergraduate,123,Merced
2007,Undeclared,Undergraduate,361,Merced
2007,Other/Interdisc.,Undergraduate,31,Merced
2007,Social Sciences,Undergraduate,328,Merced
2007,Physical Sciences,Undergraduate,80,Merced
2007,Life Sciences,Undergraduate,481,Merced
2007,Engineering/CS,Undergraduate,262,Merced
2007,Business,Undergraduate,122,Merced
2007,Arts & Humanities,Undergraduate,85,Merced
2016,Other/Interdisc.,Graduate,48,Merced
2016,Social Sciences,Graduate,81,Merced
2016,Physical Sciences,Graduate,101,Merced
2016,Life Sciences,Graduate,121,Merced
2016,Engineering/CS,Graduate,124,Merced
2016,Arts & Humanities,Graduate,46,Merced
2015,Other/Interdisc.,Graduate,36,Merced
2015,Social Sciences,Graduate,71,Merced
2015,Physical Sciences,Graduate,91,Merced
2015,Life Sciences,Graduate,110,Merced
2015,Engineering/CS,Graduate,98,Merced
2015,Arts & Humanities,Graduate,42,Merced
2014,Other/Interdisc.,Graduate,42,Merced
2014,Social Sciences,Graduate,46,Merced
2014,Physical Sciences,Graduate,83,Merced
2014,Life Sciences,Graduate,98,Merced
2014,Engineering/CS,Graduate,87,Merced
2014,Arts & Humanities,Graduate,28,Merced
2013,Other/Interdisc.,Graduate,45,Merced
2013,Social Sciences,Graduate,36,Merced
2013,Physical Sciences,Graduate,72,Merced
2013,Life Sciences,Graduate,93,Merced
2013,Engineering/CS,Graduate,80,Merced
2013,Arts & Humanities,Graduate,32,Merced
2012,Other/Interdisc.,Graduate,37,Merced
2012,Social Sciences,Graduate,26,Merced
2012,Physical Sciences,Graduate,65,Merced
2012,Life Sciences,Graduate,98,Merced
2012,Engineering/CS,Graduate,74,Merced
2012,Arts & Humanities,Graduate,29,Merced
2011,Other/Interdisc.,Graduate,28,Merced
2011,Social Sciences,Graduate,11,Merced
2011,Physical Sciences,Graduate,51,Merced
2011,Life Sciences,Graduate,86,Merced
2011,Engineering/CS,Graduate,59,Merced
2011,Arts & Humanities,Graduate,25,Merced
2010,Other/Interdisc.,Graduate,71,Merced
2010,Multiple Majors,Graduate,1,Merced
2010,Physical Sciences,Graduate,49,Merced
2010,Life Sciences,Graduate,41,Merced
2010,Engineering/CS,Graduate,62,Merced
2010,Arts & Humanities,Graduate,19,Merced
2009,Other/Interdisc.,Graduate,27,Merced
2009,Physical Sciences,Graduate,49,Merced
2009,Life Sciences,Graduate,77,Merced
2009,Engineering/CS,Graduate,50,Merced
2009,Arts & Humanities,Graduate,21,Merced
2008,Other/Interdisc.,Graduate,22,Merced
2008,Physical Sciences,Graduate,32,Merced
2008,Life Sciences,Graduate,69,Merced
2008,Engineering/CS,Graduate,41,Merced
2008,Arts & Humanities,Graduate,20,Merced
2007,Undeclared,Graduate,58,Merced
2007,Physical Sciences,Graduate,10,Merced
2007,Life Sciences,Graduate,21,Merced
2007,Engineering/CS,Graduate,18,Merced
2007,Arts & Humanities,Graduate,14,Merced
2016,Undeclared,Undergraduate,1323,Riverside
2016,Other/Interdisc.,Undergraduate,107,Riverside
2016,Multiple Majors,Undergraduate,203,Riverside
2016,Social Sciences,Undergraduate,4476,Riverside
2016,Public Admin,Undergraduate,187,Riverside
2016,Physical Sciences,Undergraduate,1242,Riverside
2016,Life Sciences,Undergraduate,4297,Riverside
2016,Engineering/CS,Undergraduate,2590,Riverside
2016,Business,Undergraduate,2901,Riverside
2016,Arts & Humanities,Undergraduate,2473,Riverside
2015,Undeclared,Undergraduate,1395,Riverside
2015,Other/Interdisc.,Undergraduate,92,Riverside
2015,Multiple Majors,Undergraduate,213,Riverside
2015,Social Sciences,Undergraduate,4216,Riverside
2015,Public Admin,Undergraduate,188,Riverside
2015,Physical Sciences,Undergraduate,1040,Riverside
2015,Life Sciences,Undergraduate,3844,Riverside
2015,Engineering/CS,Undergraduate,2365,Riverside
2015,Business,Undergraduate,2833,Riverside
2015,Arts & Humanities,Undergraduate,2421,Riverside
2014,Undeclared,Undergraduate,1396,Riverside
2014,Other/Interdisc.,Undergraduate,96,Riverside
2014,Multiple Majors,Undergraduate,239,Riverside
2014,Social Sciences,Undergraduate,4142,Riverside
2014,Public Admin,Undergraduate,190,Riverside
2014,Physical Sciences,Undergraduate,968,Riverside
2014,Life Sciences,Undergraduate,3898,Riverside
2014,Engineering/CS,Undergraduate,2331,Riverside
2014,Business,Undergraduate,2892,Riverside
2014,Arts & Humanities,Undergraduate,2638,Riverside
2013,Undeclared,Undergraduate,1396,Riverside
2013,Other/Interdisc.,Undergraduate,84,Riverside
2013,Multiple Majors,Undergraduate,276,Riverside
2013,Social Sciences,Undergraduate,4191,Riverside
2013,Public Admin,Undergraduate,144,Riverside
2013,Physical Sciences,Undergraduate,883,Riverside
2013,Life Sciences,Undergraduate,3829,Riverside
2013,Engineering/CS,Undergraduate,2378,Riverside
2013,Business,Undergraduate,2768,Riverside
2013,Arts & Humanities,Undergraduate,2672,Riverside
2012,Undeclared,Undergraduate,1514,Riverside
2012,Other/Interdisc.,Undergraduate,88,Riverside
2012,Multiple Majors,Undergraduate,337,Riverside
2012,Social Sciences,Undergraduate,4146,Riverside
2012,Public Admin,Undergraduate,133,Riverside
2012,Physical Sciences,Undergraduate,863,Riverside
2012,Life Sciences,Undergraduate,3655,Riverside
2012,Engineering/CS,Undergraduate,2258,Riverside
2012,Business,Undergraduate,2690,Riverside
2012,Arts & Humanities,Undergraduate,2855,Riverside
2011,Undeclared,Undergraduate,1886,Riverside
2011,Other/Interdisc.,Undergraduate,156,Riverside
2011,Multiple Majors,Undergraduate,338,Riverside
2011,Social Sciences,Undergraduate,4108,Riverside
2011,Public Admin,Undergraduate,116,Riverside
2011,Physical Sciences,Undergraduate,766,Riverside
2011,Life Sciences,Undergraduate,3524,Riverside
2011,Engineering/CS,Undergraduate,2135,Riverside
2011,Business,Undergraduate,2571,Riverside
2011,Arts & Humanities,Undergraduate,2922,Riverside
2010,Undeclared,Undergraduate,1644,Riverside
2010,Other/Interdisc.,Undergraduate,385,Riverside
2010,Multiple Majors,Undergraduate,333,Riverside
2010,Social Sciences,Undergraduate,3905,Riverside
2010,Public Admin,Undergraduate,84,Riverside
2010,Physical Sciences,Undergraduate,749,Riverside
2010,Life Sciences,Undergraduate,3889,Riverside
2010,Engineering/CS,Undergraduate,2046,Riverside
2010,Business,Undergraduate,2543,Riverside
2010,Arts & Humanities,Undergraduate,2664,Riverside
2009,Undeclared,Undergraduate,1623,Riverside
2009,Other/Interdisc.,Undergraduate,444,Riverside
2009,Multiple Majors,Undergraduate,314,Riverside
2009,Social Sciences,Undergraduate,3474,Riverside
2009,Public Admin,Undergraduate,54,Riverside
2009,Physical Sciences,Undergraduate,620,Riverside
2009,Life Sciences,Undergraduate,3761,Riverside
2009,Engineering/CS,Undergraduate,1707,Riverside
2009,Business,Undergraduate,2584,Riverside
2009,Arts & Humanities,Undergraduate,2415,Riverside
2008,Undeclared,Undergraduate,1688,Riverside
2008,Other/Interdisc.,Undergraduate,568,Riverside
2008,Multiple Majors,Undergraduate,255,Riverside
2008,Social Sciences,Undergraduate,2981,Riverside
2008,Public Admin,Undergraduate,35,Riverside
2008,Physical Sciences,Undergraduate,550,Riverside
2008,Life Sciences,Undergraduate,3222,Riverside
2008,Engineering/CS,Undergraduate,1479,Riverside
2008,Business,Undergraduate,2691,Riverside
2008,Arts & Humanities,Undergraduate,2239,Riverside
2007,Undeclared,Undergraduate,1637,Riverside
2007,Other/Interdisc.,Undergraduate,406,Riverside
2007,Multiple Majors,Undergraduate,274,Riverside
2007,Social Sciences,Undergraduate,2879,Riverside
2007,Public Admin,Undergraduate,17,Riverside
2007,Physical Sciences,Undergraduate,500,Riverside
2007,Life Sciences,Undergraduate,3123,Riverside
2007,Engineering/CS,Undergraduate,1298,Riverside
2007,Business,Undergraduate,2624,Riverside
2007,Arts & Humanities,Undergraduate,2215,Riverside
2016,Social Sciences,Graduate,307,Riverside
2016,Public Admin,Graduate,43,Riverside
2016,Physical Sciences,Graduate,494,Riverside
2016,Medicine,Graduate,206,Riverside
2016,Life Sciences,Graduate,436,Riverside
2016,Engineering/CS,Graduate,698,Riverside
2016,Education,Graduate,230,Riverside
2016,Business,Graduate,260,Riverside
2016,Arts & Humanities,Graduate,433,Riverside
2015,Social Sciences,Graduate,286,Riverside
2015,Public Admin,Graduate,27,Riverside
2015,Physical Sciences,Graduate,457,Riverside
2015,Medicine,Graduate,147,Riverside
2015,Life Sciences,Graduate,421,Riverside
2015,Engineering/CS,Graduate,622,Riverside
2015,Education,Graduate,205,Riverside
2015,Business,Graduate,288,Riverside
2015,Arts & Humanities,Graduate,442,Riverside
2014,Social Sciences,Graduate,288,Riverside
2014,Physical Sciences,Graduate,453,Riverside
2014,Medicine,Graduate,100,Riverside
2014,Life Sciences,Graduate,425,Riverside
2014,Engineering/CS,Graduate,551,Riverside
2014,Education,Graduate,200,Riverside
2014,Business,Graduate,321,Riverside
2014,Arts & Humanities,Graduate,446,Riverside
2013,Other/Interdisc.,Graduate,29,Riverside
2013,Social Sciences,Graduate,288,Riverside
2013,Physical Sciences,Graduate,436,Riverside
2013,Medicine,Graduate,78,Riverside
2013,Life Sciences,Graduate,401,Riverside
2013,Engineering/CS,Graduate,496,Riverside
2013,Education,Graduate,166,Riverside
2013,Business,Graduate,266,Riverside
2013,Arts & Humanities,Graduate,467,Riverside
2012,Social Sciences,Graduate,297,Riverside
2012,Physical Sciences,Graduate,408,Riverside
2012,Medicine,Graduate,58,Riverside
2012,Life Sciences,Graduate,403,Riverside
2012,Engineering/CS,Graduate,455,Riverside
2012,Education,Graduate,163,Riverside
2012,Business,Graduate,205,Riverside
2012,Arts & Humanities,Graduate,433,Riverside
2011,Social Sciences,Graduate,309,Riverside
2011,Physical Sciences,Graduate,394,Riverside
2011,Medicine,Graduate,55,Riverside
2011,Life Sciences,Graduate,380,Riverside
2011,Engineering/CS,Graduate,459,Riverside
2011,Education,Graduate,169,Riverside
2011,Business,Graduate,183,Riverside
2011,Arts & Humanities,Graduate,432,Riverside
2010,Social Sciences,Graduate,320,Riverside
2010,Physical Sciences,Graduate,404,Riverside
2010,Medicine,Graduate,54,Riverside
2010,Life Sciences,Graduate,401,Riverside
2010,Engineering/CS,Graduate,472,Riverside
2010,Education,Graduate,171,Riverside
2010,Business,Graduate,175,Riverside
2010,Arts & Humanities,Graduate,456,Riverside
2009,Social Sciences,Graduate,318,Riverside
2009,Physical Sciences,Graduate,372,Riverside
2009,Medicine,Graduate,55,Riverside
2009,Life Sciences,Graduate,383,Riverside
2009,Engineering/CS,Graduate,437,Riverside
2009,Education,Graduate,173,Riverside
2009,Business,Graduate,172,Riverside
2009,Arts & Humanities,Graduate,487,Riverside
2008,Other/Interdisc.,Graduate,23,Riverside
2008,Social Sciences,Graduate,302,Riverside
2008,Physical Sciences,Graduate,366,Riverside
2008,Medicine,Graduate,54,Riverside
2008,Life Sciences,Graduate,373,Riverside
2008,Engineering/CS,Graduate,416,Riverside
2008,Education,Graduate,186,Riverside
2008,Business,Graduate,151,Riverside
2008,Arts & Humanities,Graduate,456,Riverside
2007,Other/Interdisc.,Graduate,21,Riverside
2007,Social Sciences,Graduate,299,Riverside
2007,Physical Sciences,Graduate,347,Riverside
2007,Medicine,Graduate,49,Riverside
2007,Life Sciences,Graduate,371,Riverside
2007,Engineering/CS,Graduate,339,Riverside
2007,Education,Graduate,199,Riverside
2007,Business,Graduate,126,Riverside
2007,Arts & Humanities,Graduate,395,Riverside
2016,Undeclared,Undergraduate,1475,SBarbara
2016,Other/Interdisc.,Undergraduate,1822,SBarbara
2016,Multiple Majors,Undergraduate,1092,SBarbara
2016,Social Sciences,Undergraduate,6597,SBarbara
2016,Physical Sciences,Undergraduate,2790,SBarbara
2016,Life Sciences,Undergraduate,4082,SBarbara
2016,Engineering/CS,Undergraduate,1436,SBarbara
2016,Business,Undergraduate,287,SBarbara
2016,Arts & Humanities,Undergraduate,1993,SBarbara
2015,Undeclared,Undergraduate,1223,SBarbara
2015,Other/Interdisc.,Undergraduate,1719,SBarbara
2015,Multiple Majors,Undergraduate,1109,SBarbara
2015,Social Sciences,Undergraduate,6233,SBarbara
2015,Physical Sciences,Undergraduate,2690,SBarbara
2015,Life Sciences,Undergraduate,4091,SBarbara
2015,Engineering/CS,Undergraduate,1460,SBarbara
2015,Business,Undergraduate,257,SBarbara
2015,Arts & Humanities,Undergraduate,1825,SBarbara
2014,Undeclared,Undergraduate,1421,SBarbara
2014,Other/Interdisc.,Undergraduate,1653,SBarbara
2014,Multiple Majors,Undergraduate,1134,SBarbara
2014,Social Sciences,Undergraduate,6075,SBarbara
2014,Physical Sciences,Undergraduate,2489,SBarbara
2014,Life Sciences,Undergraduate,3963,SBarbara
2014,Engineering/CS,Undergraduate,1407,SBarbara
2014,Business,Undergraduate,228,SBarbara
2014,Arts & Humanities,Undergraduate,1868,SBarbara
2013,Undeclared,Undergraduate,1765,SBarbara
2013,Other/Interdisc.,Undergraduate,1577,SBarbara
2013,Multiple Majors,Undergraduate,1016,SBarbara
2013,Social Sciences,Undergraduate,5762,SBarbara
2013,Physical Sciences,Undergraduate,2048,SBarbara
2013,Life Sciences,Undergraduate,3639,SBarbara
2013,Engineering/CS,Undergraduate,1398,SBarbara
2013,Business,Undergraduate,158,SBarbara
2013,Arts & Humanities,Undergraduate,1999,SBarbara
2012,Undeclared,Undergraduate,1857,SBarbara
2012,Other/Interdisc.,Undergraduate,1574,SBarbara
2012,Multiple Majors,Undergraduate,1052,SBarbara
2012,Social Sciences,Undergraduate,5710,SBarbara
2012,Physical Sciences,Undergraduate,1758,SBarbara
2012,Life Sciences,Undergraduate,3306,SBarbara
2012,Engineering/CS,Undergraduate,1355,SBarbara
2012,Business,Undergraduate,191,SBarbara
2012,Arts & Humanities,Undergraduate,2174,SBarbara
2011,Undeclared,Undergraduate,1833,SBarbara
2011,Other/Interdisc.,Undergraduate,1453,SBarbara
2011,Multiple Majors,Undergraduate,1213,SBarbara
2011,Social Sciences,Undergraduate,5301,SBarbara
2011,Physical Sciences,Undergraduate,1376,SBarbara
2011,Life Sciences,Undergraduate,3075,SBarbara
2011,Engineering/CS,Undergraduate,1304,SBarbara
2011,Business,Undergraduate,673,SBarbara
2011,Arts & Humanities,Undergraduate,2392,SBarbara
2010,Undeclared,Undergraduate,1824,SBarbara
2010,Other/Interdisc.,Undergraduate,1566,SBarbara
2010,Multiple Majors,Undergraduate,1243,SBarbara
2010,Social Sciences,Undergraduate,4808,SBarbara
2010,Physical Sciences,Undergraduate,1141,SBarbara
2010,Life Sciences,Undergraduate,3120,SBarbara
2010,Engineering/CS,Undergraduate,1203,SBarbara
2010,Business,Undergraduate,1573,SBarbara
2010,Arts & Humanities,Undergraduate,2708,SBarbara
2009,Undeclared,Undergraduate,2162,SBarbara
2009,Other/Interdisc.,Undergraduate,1778,SBarbara
2009,Multiple Majors,Undergraduate,1157,SBarbara
2009,Social Sciences,Undergraduate,4492,SBarbara
2009,Physical Sciences,Undergraduate,935,SBarbara
2009,Life Sciences,Undergraduate,2974,SBarbara
2009,Engineering/CS,Undergraduate,1206,SBarbara
2009,Business,Undergraduate,2165,SBarbara
2009,Arts & Humanities,Undergraduate,2927,SBarbara
2008,Undeclared,Undergraduate,2247,SBarbara
2008,Other/Interdisc.,Undergraduate,1736,SBarbara
2008,Multiple Majors,Undergraduate,1086,SBarbara
2008,Social Sciences,Undergraduate,4062,SBarbara
2008,Physical Sciences,Undergraduate,851,SBarbara
2008,Life Sciences,Undergraduate,2647,SBarbara
2008,Engineering/CS,Undergraduate,1213,SBarbara
2008,Business,Undergraduate,2154,SBarbara
2008,Arts & Humanities,Undergraduate,2896,SBarbara
2007,Undeclared,Undergraduate,2302,SBarbara
2007,Other/Interdisc.,Undergraduate,1733,SBarbara
2007,Multiple Majors,Undergraduate,994,SBarbara
2007,Social Sciences,Undergraduate,3967,SBarbara
2007,Physical Sciences,Undergraduate,798,SBarbara
2007,Life Sciences,Undergraduate,2463,SBarbara
2007,Engineering/CS,Undergraduate,1164,SBarbara
2007,Business,Undergraduate,2092,SBarbara
2007,Arts & Humanities,Undergraduate,2902,SBarbara
2016,Other/Interdisc.,Graduate,135,SBarbara
2016,Multiple Majors,Graduate,42,SBarbara
2016,Social Sciences,Graduate,391,SBarbara
2016,Physical Sciences,Graduate,574,SBarbara
2016,Life Sciences,Graduate,386,SBarbara
2016,Engineering/CS,Graduate,525,SBarbara
2016,Education,Graduate,199,SBarbara
2016,Business,Graduate,34,SBarbara
2016,Arts & Humanities,Graduate,480,SBarbara
2015,Other/Interdisc.,Graduate,93,SBarbara
2015,Multiple Majors,Graduate,52,SBarbara
2015,Social Sciences,Graduate,490,SBarbara
2015,Physical Sciences,Graduate,566,SBarbara
2015,Life Sciences,Graduate,385,SBarbara
2015,Engineering/CS,Graduate,552,SBarbara
2015,Education,Graduate,240,SBarbara
2015,Business,Graduate,27,SBarbara
2015,Arts & Humanities,Graduate,477,SBarbara
2014,Other/Interdisc.,Graduate,96,SBarbara
2014,Multiple Majors,Graduate,45,SBarbara
2014,Social Sciences,Graduate,493,SBarbara
2014,Physical Sciences,Graduate,571,SBarbara
2014,Life Sciences,Graduate,356,SBarbara
2014,Engineering/CS,Graduate,529,SBarbara
2014,Education,Graduate,232,SBarbara
2014,Business,Graduate,5,SBarbara
2014,Arts & Humanities,Graduate,474,SBarbara
2013,Other/Interdisc.,Graduate,104,SBarbara
